Elapsed Time, AVG Throughput, AVG Queue Size, AVG Waiting Time, AVG Service Time, AVG Response Time, AVG SET Response Time, AVG GET Response Time, AVG MULTI-GET Response Time, #SETS, #GETS, #MULTIGETS, GET MissRatio, MULTI-GET MissRatio, AVG MULTI-GET Size
 5.00, 8081, 39, 5.369689, 4.350003, 10.207386, 10.207386, 0.000000, 0.000000, 40409, 0, 0, 0.00, 0.00, 0
10.00, 9927, 39, 4.158862, 4.432247, 8.985692, 8.985692, 0.000000, 0.000000, 49635, 0, 0, 0.00, 0.00, 0
15.00, 10015, 37, 3.876523, 4.601942, 8.853152, 8.853152, 0.000000, 0.000000, 50077, 0, 0, 0.00, 0.00, 0
20.00, 10031, 39, 4.122237, 4.591222, 9.075958, 9.075958, 0.000000, 0.000000, 50156, 0, 0, 0.00, 0.00, 0
25.00, 10139, 38, 3.873679, 4.500454, 8.621482, 8.621482, 0.000000, 0.000000, 50699, 0, 0, 0.00, 0.00, 0
30.00, 10039, 38, 3.967455, 4.364773, 8.717144, 8.717144, 0.000000, 0.000000, 50196, 0, 0, 0.00, 0.00, 0
35.00, 10126, 36, 3.828016, 4.606197, 8.670486, 8.670486, 0.000000, 0.000000, 50631, 0, 0, 0.00, 0.00, 0
40.00, 10059, 38, 4.006433, 4.521790, 8.869854, 8.869854, 0.000000, 0.000000, 50297, 0, 0, 0.00, 0.00, 0
45.00, 10290, 39, 4.007740, 4.438933, 8.829763, 8.829763, 0.000000, 0.000000, 51450, 0, 0, 0.00, 0.00, 0
50.00, 10107, 38, 3.934002, 4.608803, 8.841424, 8.841424, 0.000000, 0.000000, 50539, 0, 0, 0.00, 0.00, 0
55.00, 10143, 37, 3.888233, 4.417654, 8.671885, 8.671885, 0.000000, 0.000000, 50715, 0, 0, 0.00, 0.00, 0
60.00, 10217, 36, 3.717176, 4.426274, 8.441640, 8.441640, 0.000000, 0.000000, 51089, 0, 0, 0.00, 0.00, 0
65.00, 10141, 38, 4.017557, 4.412485, 8.810556, 8.810556, 0.000000, 0.000000, 50707, 0, 0, 0.00, 0.00, 0
70.00, 10219, 39, 4.086275, 4.645108, 8.993087, 8.993087, 0.000000, 0.000000, 51097, 0, 0, 0.00, 0.00, 0
70.00, 101, 9, 1.734153, 3.654905, 5.491072, 5.491072, 0.000000, 0.000000, 506, 0, 0, 0.00, 0.00, 0
Interval, Responses
15.1, 1617
15.2, 1630
15.3, 1553
15.4, 1490
15.5, 1445
15.6, 1415
15.7, 1395
15.8, 1404
15.9, 1331
16.0, 1253
16.1, 1275
16.2, 1259
16.3, 1231
16.4, 1183
16.5, 1112
16.6, 1102
16.7, 1045
16.8, 1080
16.9, 1019
17.0, 1046
17.1, 951
17.2, 931
17.3, 880
17.4, 828
17.5, 773
17.6, 718
17.7, 760
17.8, 753
17.9, 688
18.0, 668
18.1, 620
18.2, 642
18.3, 657
18.4, 586
18.5, 547
18.6, 577
18.7, 512
18.8, 534
18.9, 478
19.0, 487
19.1, 480
19.2, 448
19.3, 431
19.4, 468
19.5, 449
19.6, 435
19.7, 405
19.8, 465
19.9, 385
20.0, 377
20.1, 377
20.2, 358
20.3, 346
20.4, 329
20.5, 313
20.6, 334
20.7, 310
20.8, 252
20.9, 312
21.0, 296
21.1, 296
21.2, 298
21.3, 282
21.4, 272
21.5, 251
21.6, 250
21.7, 271
21.8, 221
21.9, 243
22.0, 225
22.1, 220
22.2, 231
22.3, 215
22.4, 190
22.5, 172
22.6, 164
22.7, 185
22.8, 142
22.9, 145
23.0, 158
23.1, 130
23.2, 146
23.3, 122
23.4, 110
23.5, 107
23.6, 117
23.7, 127
23.8, 134
23.9, 99
24.0, 110
24.1, 103
24.2, 95
24.3, 106
24.4, 103
24.5, 88
24.6, 104
24.7, 116
24.8, 86
24.9, 84
25.0, 93
25.1, 82
25.2, 81
25.3, 67
25.4, 64
25.5, 73
25.6, 77
25.7, 77
25.8, 53
25.9, 78
26.0, 68
26.1, 59
26.2, 69
26.3, 72
26.4, 72
26.5, 48
26.6, 45
26.7, 47
26.8, 46
26.9, 59
27.0, 48
27.1, 47
27.2, 38
27.3, 41
27.4, 54
27.5, 42
27.6, 47
27.7, 50
27.8, 54
27.9, 41
28.0, 54
28.1, 34
28.2, 38
28.3, 36
28.4, 44
28.5, 33
28.6, 46
28.7, 36
28.8, 41
28.9, 31
29.0, 48
29.1, 51
29.2, 34
29.3, 41
29.4, 39
29.5, 33
29.6, 37
29.7, 31
29.8, 35
29.9, 25
30.0, 28
30.1, 25
30.2, 27
30.3, 29
30.4, 25
30.5, 31
30.6, 31
30.7, 42
30.8, 27
30.9, 36
31.0, 28
31.1, 19
31.2, 38
31.3, 33
31.4, 27
31.5, 23
31.6, 30
31.7, 27
31.8, 23
31.9, 45
32.0, 45
32.1, 23
32.2, 25
32.3, 27
32.4, 23
32.5, 32
32.6, 28
32.7, 31
32.8, 29
32.9, 34
33.0, 29
33.1, 23
33.2, 34
33.3, 25
33.4, 32
33.5, 28
33.6, 28
33.7, 37
33.8, 24
33.9, 20
34.0, 29
34.1, 30
34.2, 26
34.3, 18
34.4, 31
34.5, 15
34.6, 16
34.7, 24
34.8, 29
34.9, 27
35.0, 29
35.1, 15
35.2, 19
35.3, 18
35.4, 20
35.5, 28
35.6, 18
35.7, 19
35.8, 23
35.9, 19
36.0, 25
36.1, 11
36.2, 21
36.3, 12
36.4, 16
36.5, 21
36.6, 17
36.7, 20
36.8, 24
36.9, 21
37.0, 22
37.1, 25
37.2, 23
37.3, 20
37.4, 26
37.5, 16
37.6, 9
37.7, 19
37.8, 27
37.9, 18
38.0, 15
38.1, 27
38.2, 12
38.3, 19
38.4, 16
38.5, 15
38.6, 16
38.7, 10
38.8, 10
38.9, 17
39.0, 16
39.1, 29
39.2, 14
39.3, 20
39.4, 20
39.5, 15
39.6, 19
39.7, 14
39.8, 22
39.9, 19
40.0, 15
40.1, 19
40.2, 13
40.3, 29
40.4, 23
40.5, 24
40.6, 11
40.7, 17
40.8, 14
40.9, 10
41.0, 17
41.1, 18
41.2, 12
41.3, 15
41.4, 6
41.5, 12
41.6, 10
41.7, 13
41.8, 7
41.9, 10
42.0, 8
42.1, 6
42.2, 9
42.3, 14
42.4, 10
42.5, 16
42.6, 11
42.7, 16
42.8, 9
42.9, 17
43.0, 7
43.1, 15
43.2, 12
43.3, 14
43.4, 14
43.5, 16
43.6, 14
43.7, 12
43.8, 13
43.9, 12
44.0, 10
44.1, 9
44.2, 14
44.3, 10
44.4, 16
44.5, 17
44.6, 14
44.7, 23
44.8, 11
44.9, 16
45.0, 11
45.1, 18
45.2, 20
45.3, 13
45.4, 24
45.5, 19
45.6, 17
45.7, 19
45.8, 15
45.9, 8
46.0, 12
46.1, 16
46.2, 13
46.3, 11
46.4, 7
46.5, 13
46.6, 14
46.7, 10
46.8, 11
46.9, 5
47.0, 15
47.1, 2
47.2, 18
47.3, 7
47.4, 13
47.5, 18
47.6, 23
47.7, 8
47.8, 18
47.9, 5
48.0, 3
48.1, 12
48.2, 11
48.3, 12
48.4, 7
48.5, 7
48.6, 7
48.7, 11
48.8, 6
48.9, 10
49.0, 7
49.1, 12
49.2, 11
49.3, 12
49.4, 7
49.5, 4
49.6, 5
49.7, 6
49.8, 4
49.9, 5
50.0, 5
50.1, 6
50.2, 5
50.3, 6
50.4, 4
50.5, 3
50.6, 7
50.7, 5
50.8, 4
50.9, 6
51.0, 5
51.1, 6
51.2, 10
51.3, 0
51.4, 6
51.5, 3
51.6, 3
51.7, 1
51.8, 5
51.9, 4
52.0, 2
52.1, 0
52.2, 9
52.3, 2
52.4, 3
52.5, 1
52.6, 3
52.7, 2
52.8, 2
52.9, 1
53.0, 3
53.1, 2
53.2, 3
53.3, 2
53.4, 1
53.5, 5
53.6, 6
53.7, 6
53.8, 5
53.9, 4
54.0, 4
54.1, 6
54.2, 6
54.3, 6
54.4, 6
54.5, 8
54.6, 4
54.7, 10
54.8, 5
54.9, 6
55.0, 3
55.1, 4
55.2, 3
55.3, 5
55.4, 7
55.5, 3
55.6, 0
55.7, 2
55.8, 2
55.9, 2
56.0, 5
56.1, 4
56.2, 6
56.3, 2
56.4, 7
56.5, 2
56.6, 3
56.7, 7
56.8, 6
56.9, 10
57.0, 9
57.1, 6
57.2, 5
57.3, 4
57.4, 3
57.5, 1
57.6, 4
57.7, 6
57.8, 4
57.9, 0
58.0, 2
58.1, 3
58.2, 3
58.3, 0
58.4, 0
58.5, 1
58.6, 0
58.7, 0
58.8, 1
58.9, 0
59.0, 1
59.1, 4
59.2, 1
59.3, 2
59.4, 2
59.5, 0
59.6, 4
59.7, 2
59.8, 1
59.9, 3
60.0, 0
60.1, 4
60.2, 0
60.3, 2
60.4, 1
60.5, 0
60.6, 0
60.7, 5
60.8, 1
60.9, 0
61.0, 1
61.1, 1
61.2, 1
61.3, 0
61.4, 1
61.5, 0
61.6, 1
61.7, 0
61.8, 1
61.9, 0
62.0, 0
62.1, 0
62.2, 0
62.3, 0
62.4, 1
62.5, 0
62.6, 1
62.7, 0
62.8, 0
62.9, 1
63.0, 0
63.1, 1
63.2, 0
63.3, 0
63.4, 1
63.5, 2
63.6, 1
63.7, 0
63.8, 1
63.9, 0
64.0, 0
64.1, 0
64.2, 0
64.3, 0
64.4, 0
64.5, 0
64.6, 0
64.7, 0
64.8, 0
64.9, 1
65.0, 1
65.1, 1
65.2, 0
65.3, 0
65.4, 0
65.5, 0
65.6, 0
65.7, 2
65.8, 0
65.9, 1
66.0, 0
66.1, 0
66.2, 0
66.3, 0
66.4, 0
66.5, 1
66.6, 1
66.7, 2
66.8, 0
66.9, 0
67.0, 0
67.1, 1
67.2, 0
67.3, 0
67.4, 0
67.5, 2
67.6, 0
67.7, 2
67.8, 1
67.9, 0
68.0, 0
68.1, 1
68.2, 0
68.3, 1
68.4, 0
68.5, 0
68.6, 1
68.7, 0
68.8, 0
68.9, 0
69.0, 0
69.1, 0
69.2, 0
69.3, 0
69.4, 0
69.5, 0
69.6, 0
69.7, 0
69.8, 0
69.9, 0
70.0, 0
70.1, 0
70.2, 0
70.3, 0
70.4, 0
70.5, 0
70.6, 0
70.7, 0
70.8, 0
70.9, 0
71.0, 0
71.1, 0
71.2, 0
71.3, 0
71.4, 1
71.5, 0
71.6, 0
71.7, 0
71.8, 0
71.9, 0
72.0, 0
72.1, 0
72.2, 0
72.3, 0
72.4, 1
72.5, 0
72.6, 0
72.7, 0
72.8, 0
72.9, 0
73.0, 0
73.1, 0
73.2, 0
73.3, 0
73.4, 0
73.5, 0
73.6, 0
73.7, 0
73.8, 0
73.9, 0
74.0, 0
74.1, 0
74.2, 0
74.3, 0
74.4, 0
74.5, 0
74.6, 0
74.7, 0
74.8, 0
74.9, 0
75.0, 0
75.1, 0
75.2, 0
75.3, 0
75.4, 0
75.5, 0
75.6, 0
75.7, 0
75.8, 0
75.9, 0
76.0, 0
76.1, 0
76.2, 0
76.3, 1
76.4, 0
76.5, 0
76.6, 0
76.7, 0
76.8, 0
76.9, 0
77.0, 0
77.1, 0
77.2, 0
77.3, 0
77.4, 1
77.5, 0
77.6, 0
77.7, 0
77.8, 0
77.9, 0
78.0, 0
78.1, 0
78.2, 0
78.3, 0
78.4, 0
78.5, 0
78.6, 0
78.7, 0
78.8, 0
78.9, 0
79.0, 0
79.1, 0
79.2, 0
79.3, 0
79.4, 0
79.5, 0
79.6, 1
79.7, 0
79.8, 0
79.9, 0
80.0, 0
80.1, 0
80.2, 0
80.3, 1
80.4, 0
80.5, 0
80.6, 0
80.7, 0
80.8, 0
80.9, 0
81.0, 0
81.1, 0
81.2, 0
81.3, 0
81.4, 0
81.5, 0
81.6, 0
81.7, 0
81.8, 0
81.9, 0
82.0, 0
82.1, 0
82.2, 0
82.3, 0
82.4, 0
82.5, 0
82.6, 0
82.7, 0
82.8, 0
82.9, 0
83.0, 0
83.1, 0
83.2, 0
83.3, 0
83.4, 0
83.5, 0
83.6, 0
83.7, 0
83.8, 0
83.9, 0
84.0, 0
84.1, 0
84.2, 0
84.3, 0
84.4, 0
84.5, 0
84.6, 0
84.7, 0
84.8, 0
84.9, 0
85.0, 0
85.1, 0
85.2, 0
85.3, 0
85.4, 0
85.5, 0
85.6, 0
85.7, 0
85.8, 0
85.9, 0
86.0, 0
86.1, 0
86.2, 0
86.3, 0
86.4, 0
86.5, 0
86.6, 0
86.7, 0
86.8, 0
86.9, 0
87.0, 0
87.1, 0
87.2, 0
87.3, 0
87.4, 0
87.5, 0
87.6, 0
87.7, 0
87.8, 0
87.9, 0
88.0, 0
88.1, 0
88.2, 0
88.3, 0
88.4, 0
88.5, 0
88.6, 0
88.7, 0
88.8, 0
88.9, 0
89.0, 0
89.1, 0
89.2, 0
89.3, 0
89.4, 0
89.5, 0
89.6, 0
89.7, 0
89.8, 0
89.9, 0
90.0, 0
90.1, 0
90.2, 0
90.3, 0
90.4, 0
90.5, 0
90.6, 0
90.7, 0
90.8, 0
90.9, 0
91.0, 0
91.1, 0
91.2, 0
91.3, 0
91.4, 0
91.5, 0
91.6, 0
91.7, 0
91.8, 0
91.9, 0
92.0, 0
92.1, 0
92.2, 0
92.3, 0
92.4, 0
92.5, 0
92.6, 0
92.7, 0
92.8, 0
92.9, 0
93.0, 0
93.1, 0
93.2, 0
93.3, 0
93.4, 0
93.5, 0
93.6, 0
93.7, 0
93.8, 0
93.9, 0
94.0, 0
94.1, 0
94.2, 0
94.3, 0
94.4, 0
94.5, 0
94.6, 0
94.7, 0
94.8, 0
94.9, 0
95.0, 0
95.1, 0
95.2, 0
95.3, 0
95.4, 0
95.5, 0
95.6, 0
95.7, 0
95.8, 0
95.9, 0
96.0, 0
96.1, 0
96.2, 0
96.3, 0
96.4, 0
96.5, 0
96.6, 0
96.7, 0
96.8, 0
96.9, 0
97.0, 0
97.1, 0
97.2, 0
97.3, 0
97.4, 0
97.5, 0
97.6, 0
97.7, 0
97.8, 0
97.9, 0
98.0, 0
98.1, 0
98.2, 0
98.3, 0
98.4, 0
98.5, 0
98.6, 0
98.7, 0
98.8, 0
98.9, 0
99.0, 0
99.1, 0
99.2, 0
99.3, 0
99.4, 0
99.5, 0
99.6, 0
99.7, 0
99.8, 0
99.9, 0
100.0, 0
100.1, 0
100.2, 0
100.3, 0
100.4, 0
100.5, 0
100.6, 0
100.7, 0
100.8, 0
100.9, 0
101.0, 0
101.1, 0
101.2, 0
101.3, 0
101.4, 0
101.5, 0
101.6, 0
101.7, 0
101.8, 0
101.9, 0
102.0, 0
102.1, 0
102.2, 0
102.3, 0
102.4, 0
102.5, 0
102.6, 0
102.7, 0
102.8, 0
102.9, 0
103.0, 0
103.1, 0
103.2, 0
103.3, 0
103.4, 0
103.5, 0
103.6, 0
103.7, 0
103.8, 0
103.9, 0
104.0, 0
104.1, 0
104.2, 0
104.3, 0
104.4, 0
104.5, 0
104.6, 0
104.7, 0
104.8, 0
104.9, 0
105.0, 0
105.1, 0
105.2, 0
105.3, 0
105.4, 0
105.5, 0
105.6, 0
105.7, 0
105.8, 0
105.9, 0
106.0, 0
106.1, 0
106.2, 0
106.3, 0
106.4, 0
106.5, 0
106.6, 0
106.7, 0
106.8, 0
106.9, 0
107.0, 0
107.1, 0
107.2, 0
107.3, 0
107.4, 0
107.5, 0
107.6, 0
107.7, 0
107.8, 0
107.9, 0
108.0, 0
108.1, 0
108.2, 0
108.3, 0
108.4, 0
108.5, 0
108.6, 0
108.7, 0
108.8, 0
108.9, 0
109.0, 0
109.1, 0
109.2, 0
109.3, 0
109.4, 0
109.5, 0
109.6, 0
109.7, 0
109.8, 0
109.9, 0
110.0, 0
110.1, 0
110.2, 0
110.3, 0
110.4, 0
110.5, 0
110.6, 0
110.7, 0
110.8, 0
110.9, 0
111.0, 0
111.1, 0
111.2, 0
111.3, 0
111.4, 0
111.5, 0
111.6, 0
111.7, 0
111.8, 0
111.9, 0
112.0, 0
112.1, 0
112.2, 0
112.3, 0
112.4, 0
112.5, 0
112.6, 0
112.7, 0
112.8, 0
112.9, 0
113.0, 0
113.1, 0
113.2, 0
113.3, 0
113.4, 0
113.5, 0
113.6, 0
113.7, 0
113.8, 0
113.9, 0
114.0, 0
114.1, 0
114.2, 0
114.3, 0
114.4, 0
114.5, 0
114.6, 0
114.7, 0
114.8, 0
114.9, 0
115.0, 0
115.1, 0
115.2, 0
115.3, 0
115.4, 0
115.5, 0
115.6, 0
115.7, 0
115.8, 0
115.9, 0
116.0, 0
116.1, 0
116.2, 0
116.3, 0
116.4, 0
116.5, 0
116.6, 0
116.7, 0
116.8, 0
116.9, 0
117.0, 0
117.1, 0
117.2, 0
117.3, 0
117.4, 0
117.5, 0
117.6, 0
117.7, 0
117.8, 0
117.9, 0
118.0, 0
118.1, 0
118.2, 0
118.3, 0
118.4, 0
118.5, 0
118.6, 0
118.7, 0
118.8, 0
118.9, 0
119.0, 0
119.1, 0
119.2, 0
119.3, 0
119.4, 0
119.5, 0
119.6, 0
119.7, 0
119.8, 0
119.9, 0
120.0, 0
120.1, 0
120.2, 0
120.3, 0
120.4, 0
120.5, 0
120.6, 0
120.7, 0
120.8, 0
120.9, 0
121.0, 0
121.1, 0
121.2, 0
121.3, 0
121.4, 0
121.5, 0
121.6, 0
121.7, 0
121.8, 0
121.9, 0
122.0, 0
122.1, 0
122.2, 0
122.3, 0
122.4, 0
122.5, 0
122.6, 0
122.7, 0
122.8, 0
122.9, 0
123.0, 0
123.1, 0
123.2, 0
123.3, 0
123.4, 0
123.5, 0
123.6, 0
123.7, 0
123.8, 0
123.9, 0
124.0, 0
124.1, 0
124.2, 0
124.3, 0
124.4, 0
124.5, 0
124.6, 0
124.7, 0
124.8, 0
124.9, 0
125.0, 0
125.1, 0
125.2, 0
125.3, 0
125.4, 0
125.5, 0
125.6, 0
125.7, 0
125.8, 0
125.9, 0
126.0, 0
126.1, 0
126.2, 0
126.3, 0
126.4, 0
126.5, 0
126.6, 0
126.7, 0
126.8, 0
126.9, 0
127.0, 0
127.1, 0
127.2, 0
127.3, 0
127.4, 0
127.5, 0
127.6, 0
127.7, 0
127.8, 0
127.9, 0
128.0, 0
128.1, 0
128.2, 0
128.3, 0
128.4, 0
128.5, 0
128.6, 0
128.7, 0
128.8, 0
128.9, 0
129.0, 0
129.1, 0
129.2, 0
129.3, 0
129.4, 0
129.5, 0
129.6, 0
129.7, 0
129.8, 0
129.9, 0
130.0, 0
130.1, 0
130.2, 0
130.3, 0
130.4, 0
130.5, 0
130.6, 0
130.7, 0
130.8, 0
130.9, 0
131.0, 0
131.1, 0
131.2, 0
131.3, 0
131.4, 0
131.5, 0
131.6, 0
131.7, 0
131.8, 0
131.9, 0
132.0, 0
132.1, 0
132.2, 0
132.3, 0
132.4, 0
132.5, 0
132.6, 0
132.7, 0
132.8, 0
132.9, 0
133.0, 0
133.1, 0
133.2, 0
133.3, 0
133.4, 0
133.5, 0
133.6, 0
133.7, 0
133.8, 0
133.9, 0
134.0, 0
134.1, 0
134.2, 0
134.3, 0
134.4, 0
134.5, 0
134.6, 0
134.7, 0
134.8, 0
134.9, 0
135.0, 0
135.1, 0
135.2, 0
135.3, 0
135.4, 0
135.5, 0
135.6, 0
135.7, 0
135.8, 0
135.9, 0
136.0, 0
136.1, 0
136.2, 0
136.3, 0
136.4, 0
136.5, 0
136.6, 0
136.7, 0
136.8, 0
136.9, 0
137.0, 0
137.1, 0
137.2, 0
137.3, 0
137.4, 0
137.5, 0
137.6, 0
137.7, 0
137.8, 0
137.9, 0
138.0, 0
138.1, 0
138.2, 0
138.3, 0
138.4, 0
138.5, 0
138.6, 0
138.7, 0
138.8, 0
138.9, 0
139.0, 0
139.1, 0
139.2, 0
139.3, 0
139.4, 0
139.5, 0
139.6, 0
139.7, 0
139.8, 0
139.9, 0
140.0, 0
140.1, 0
140.2, 0
140.3, 0
140.4, 0
140.5, 0
140.6, 0
140.7, 0
140.8, 0
140.9, 0
141.0, 0
141.1, 0
141.2, 0
141.3, 0
141.4, 0
141.5, 0
141.6, 0
141.7, 0
141.8, 0
141.9, 0
142.0, 0
142.1, 0
142.2, 0
142.3, 0
142.4, 0
142.5, 0
142.6, 0
142.7, 0
142.8, 0
142.9, 0
143.0, 0
143.1, 0
143.2, 0
143.3, 0
143.4, 0
143.5, 0
143.6, 0
143.7, 0
143.8, 0
143.9, 0
144.0, 0
144.1, 0
144.2, 0
144.3, 0
144.4, 0
144.5, 0
144.6, 0
144.7, 0
144.8, 0
144.9, 0
145.0, 0
145.1, 0
145.2, 0
145.3, 0
145.4, 0
145.5, 0
145.6, 0
145.7, 0
145.8, 0
145.9, 0
146.0, 0
146.1, 0
146.2, 0
146.3, 0
146.4, 0
146.5, 0
146.6, 0
146.7, 0
146.8, 0
146.9, 0
147.0, 0
147.1, 0
147.2, 0
147.3, 0
147.4, 0
147.5, 0
147.6, 0
147.7, 0
147.8, 0
147.9, 0
148.0, 0
148.1, 0
148.2, 0
148.3, 0
148.4, 0
148.5, 0
148.6, 0
148.7, 0
148.8, 0
148.9, 0
149.0, 0
149.1, 0
149.2, 0
149.3, 0
149.4, 0
149.5, 0
149.6, 0
149.7, 0
149.8, 0
149.9, 0
150.0, 0
150.1, 0
150.2, 0
150.3, 0
150.4, 0
150.5, 0
150.6, 0
150.7, 0
150.8, 0
150.9, 0
151.0, 0
151.1, 0
151.2, 0
151.3, 0
151.4, 0
151.5, 0
151.6, 0
151.7, 0
151.8, 0
151.9, 0
152.0, 0
152.1, 0
152.2, 0
152.3, 0
152.4, 0
152.5, 0
152.6, 0
152.7, 0
152.8, 0
152.9, 0
153.0, 0
153.1, 0
153.2, 0
153.3, 0
153.4, 0
153.5, 0
153.6, 0
153.7, 0
153.8, 0
153.9, 0
154.0, 0
154.1, 0
154.2, 0
154.3, 0
154.4, 0
154.5, 0
154.6, 0
154.7, 0
154.8, 0
154.9, 0
155.0, 0
155.1, 0
155.2, 0
155.3, 0
155.4, 0
155.5, 0
155.6, 0
155.7, 0
155.8, 0
155.9, 0
156.0, 0
156.1, 0
156.2, 0
156.3, 0
156.4, 0
156.5, 0
156.6, 0
156.7, 0
156.8, 0
156.9, 0
157.0, 0
157.1, 0
157.2, 0
157.3, 0
157.4, 0
157.5, 0
157.6, 0
157.7, 0
157.8, 0
157.9, 0
158.0, 0
158.1, 0
158.2, 0
158.3, 0
158.4, 0
158.5, 0
158.6, 0
158.7, 0
158.8, 0
158.9, 0
159.0, 0
159.1, 0
159.2, 0
159.3, 0
159.4, 0
159.5, 0
159.6, 0
159.7, 0
159.8, 0
159.9, 0
160.0, 0
160.1, 0
160.2, 0
160.3, 0
160.4, 0
160.5, 0
160.6, 0
160.7, 0
160.8, 0
160.9, 0
161.0, 0
161.1, 0
161.2, 0
161.3, 0
161.4, 0
161.5, 0
161.6, 0
161.7, 0
161.8, 0
161.9, 0
162.0, 0
162.1, 0
162.2, 0
162.3, 0
162.4, 0
162.5, 0
162.6, 0
162.7, 0
162.8, 0
162.9, 0
163.0, 0
163.1, 0
163.2, 0
163.3, 0
163.4, 0
163.5, 0
